UniProt	SwissProt	Chembl	Annotation
ROCK1_HUMAN	Q13464	CHEMBL3231	Rho-associated Protein Kinase 1, Human
ROCK1_RAT	Q63644	CHEMBL5509	Rho-associated Protein Kinase 1, Rat
ROCK2_HUMAN	O75116	CHEMBL2973	Rho-associated Protein Kinase 2, Human
ROCK2_RAT	Q62868	CHEMBL5490	Rho-associated Protein Kinase 2, Rat
RON_HUMAN	Q04912	CHEMBL2689	Macrophage-stimulating Protein Receptor, Human
RON_MOUSE	Q62190	CHEMBL1795170	Macrophage-stimulating Protein Receptor, Mouse
RORA_HUMAN	P35398	CHEMBL5868	Nuclear Receptor ROR-alpha, Human
ROS1_HUMAN	P08922	CHEMBL5568	Proto-oncogene Tyrosine-protein Kinase ROS, Human
RPC10_HUMAN	Q9Y2Y1	CHEMBL2144	DNA-directed RNA Polymerases III 12.5 KDa Polypeptide, Human
RPC4_HUMAN	P05423	CHEMBL2947	DNA-directed RNA Polymerase III 47 KDa Polypeptide, Human
RPC6_HUMAN	Q9H1D9	CHEMBL2143	DNA-directed RNA Polymerase III 39 KDa Polypeptide, Human
RPOB_ECOLI	P0A8V2	CHEMBL1852	DNA-directed RNA Polymerase Beta Chain, Ecoli
RPOD_ECOLI	P00579	CHEMBL5329	RNA Polymerase Sigma Factor, Ecoli
RXRA_HUMAN	P19793	CHEMBL2061	Retinoid X Receptor Alpha, Human
RXRA_MOUSE	P28700	CHEMBL3084	Retinoid X Receptor Alpha, Mouse
RXRA_RAT	Q05343	CHEMBL4431	Retinoid X Receptor Alpha, Rat
RXRB_HUMAN	P28702	CHEMBL1870	Retinoid X Receptor Beta, Human
RXRB_MOUSE	P28704	CHEMBL4047	Retinoid X Receptor Beta, Mouse
RXRB_RAT	P49743	CHEMBL2805	Retinoid X Receptor Beta, Rat
RXRG_HUMAN	P48443	CHEMBL2004	Retinoid X Receptor Gamma, Human
RXRG_MOUSE	P28705	CHEMBL4402	Retinoid X Receptor Gamma, Mouse
RXRG_RAT	Q5BJR8	CHEMBL4277	Retinoid X Receptor Gamma, Rat
RY44_DROME	Q24498	CHEMBL6045	Ryanodine Receptor 44F, Drome
RYR1_HUMAN	P21817	CHEMBL1846	Ryanodine Receptor 1, Human
RYR1_PIG	P16960	CHEMBL2948	Ryanodine Receptor 1, Pig
RYR1_RABIT	P11716	CHEMBL3288	Ryanodine Receptor 1, Rabit
RYR3_HUMAN	Q15413	CHEMBL2062	Ryanodine Receptor 3, Human
S100B_HUMAN	P04271	CHEMBL4300	S-100 Protein Beta Chain, Human
S10AA_HUMAN	P60903	CHEMBL1764939	Protein S100-A10, Human
S15A1_HUMAN	P46059	CHEMBL4605	Oligopeptide Transporter Small Intestine Isoform, Human
S15A2_RAT	Q63424	CHEMBL3325	Oligopeptide Transporter, Kidney Isoform, Rat
S19A1_HUMAN	P41440	CHEMBL4833	Folate Transporter 1, Human
S19A2_HUMAN	O60779	CHEMBL3079	Thiamine Transporter 1, Human
S1PR1_HUMAN	P21453	CHEMBL4333	Sphingosine 1-phosphate Receptor Edg-1, Human
S1PR2_HUMAN	O95136	CHEMBL2955	Sphingosine 1-phosphate Receptor Edg-5, Human
S1PR3_HUMAN	Q99500	CHEMBL3892	Sphingosine 1-phosphate Receptor Edg-3, Human
S1PR4_HUMAN	O95977	CHEMBL3230	Sphingosine 1-phosphate Receptor Edg-6, Human
S1PR5_HUMAN	Q9H228	CHEMBL2274	Sphingosine 1-phosphate Receptor Edg-8, Human
S22A1_HUMAN	O15245	CHEMBL5685	Solute Carrier Family 22 Member 1, Human
S22A6_HUMAN	Q4U2R8	CHEMBL1641347	Solute Carrier Family 22 Member 6, Human
S22A6_MOUSE	Q8VC69	CHEMBL5653	Solute Carrier Family 22 Member 6, Mouse
S22A6_RAT	O35956	CHEMBL1777665	Solute Carrier Family 22 Member 6, Rat
S22AC_HUMAN	Q96S37	CHEMBL6120	Solute Carrier Family 22 Member 12, Human
S22AK_MOUSE	Q80UJ1	CHEMBL5269	Solute Carrier Family 22 Member 20, Mouse
S27A4_HUMAN	Q6P1M0	CHEMBL4327	Fatty Acid Transport Protein 4, Human
S28A3_HUMAN	Q9HAS3	CHEMBL5707	Solute Carrier Family 28 Member 3, Human
S29A1_HUMAN	Q99808	CHEMBL1997	Equilibrative Nucleoside Transporter 1, Human
S29A1_RAT	O54698	CHEMBL4604	Equilibrative Nucleoside Transporter 1, Rat
S5A1_HUMAN	P18405	CHEMBL1787	Steroid 5-alpha-reductase 1, Human
S5A1_RAT	P24008	CHEMBL3422	Steroid 5-alpha-reductase 1, Rat
S5A2_HUMAN	P31213	CHEMBL1856	Steroid 5-alpha-reductase 2, Human
S5A2_RAT	P31214	CHEMBL5099	Steroid 5-alpha-reductase 2, Rat
S6A11_HUMAN	P48066	CHEMBL5208	GABA Transporter 3, Human
S6A11_MOUSE	P31650	CHEMBL3699	GABA Transporter 4, Mouse
S6A11_RAT	P31647	CHEMBL3598	GABA Transporter 3, Rat
S6A12_HUMAN	P48065	CHEMBL3715	Betaine Transporter, Human
S6A12_RAT	P48056	CHEMBL5248	Betaine Transporter, Rat
S6A13_MOUSE	P31649	CHEMBL5205	GABA Transporter 3, Mouse
S6A13_RAT	P31646	CHEMBL4889	GABA Transporter 2, Rat
SAHH_HUMAN	P23526	CHEMBL2664	Adenosylhomocysteinase, Human
SAHH_MOUSE	P50247	CHEMBL2389	Adenosylhomocysteinase, Mouse
SAHH_PLAF7	P50250	CHEMBL6076	Adenosylhomocysteinase, Plaf7
SAHH_RAT	P10760	CHEMBL3118	Adenosylhomocysteinase, Rat
SATT_HUMAN	P43007	CHEMBL2315	Neutral Amino Acid Transporter A, Human
SC5A1_HUMAN	P13866	CHEMBL4979	Sodium/glucose Cotransporter 1, Human
SC5A1_RAT	P53790	CHEMBL5374	Sodium/glucose Cotransporter 1, Rat
SC5A2_HUMAN	P31639	CHEMBL3884	Sodium/glucose Cotransporter 2, Human
SC5A2_MOUSE	Q923I7	CHEMBL1075302	Sodium/glucose Cotransporter 2, Mouse
SC5A2_RAT	P53792	CHEMBL4316	Sodium/glucose Cotransporter 2, Rat
SC5A4_HUMAN	Q9NY91	CHEMBL1770047	Low Affinity Sodium-glucose Cotransporter, Human
SC5A7_HUMAN	Q9GZV3	CHEMBL4507	High-affinity Choline Transporter, Human
SC5A7_MOUSE	Q8BGY9	CHEMBL3013	Choline Transporter, Mouse
SC5A7_RAT	Q9JMD7	CHEMBL5797	High Affinity Choline Transporter 1, Rat
SC5AB_HUMAN	Q8WWX8	CHEMBL1744524	Sodium/myo-inositol Cotransporter 2, Human
SC6A1_HUMAN	P30531	CHEMBL1903	GABA Transporter 1, Human
SC6A1_MOUSE	P31648	CHEMBL5445	GABA Transporter 1, Mouse
SC6A1_RAT	P23978	CHEMBL4054	GABA Transporter 1, Rat
SC6A2_HUMAN	P23975	CHEMBL222	Norepinephrine Transporter, Human
SC6A2_MOUSE	O55192	CHEMBL2370	Norepinephrine Transporter, Mouse
SC6A3_BOVIN	P27922	CHEMBL2986	Dopamine Transporter, Bovin
SC6A3_HUMAN	Q01959	CHEMBL238	Dopamine Transporter, Human
SC6A3_MACFA	Q9GJT6	CHEMBL5032	Dopamine Transporter, Macfa
SC6A3_MOUSE	Q61327	CHEMBL2799	Dopamine Transporter, Mouse
SC6A3_RAT	P23977	CHEMBL338	Dopamine Transporter, Rat
SC6A4_HUMAN	P31645	CHEMBL228	Serotonin Transporter, Human
SC6A4_MACMU	Q9MYX0	CHEMBL5453	Serotonin Transporter, Macmu
SC6A4_MOUSE	Q60857	CHEMBL4642	Serotonin Transporter, Mouse
SC6A4_RAT	P31652	CHEMBL313	Serotonin Transporter, Rat
SC6A5_HUMAN	Q9Y345	CHEMBL3060	Glycine Transporter 2, Human
SC6A5_RAT	P58295	CHEMBL3195	Glycine Transporter 2, Rat
SC6A8_RAT	P28570	CHEMBL3814	Creatine Transporter, Rat
SC6A9_HUMAN	P48067	CHEMBL2337	Glycine Transporter 1, Human
SC6A9_MOUSE	P28571	CHEMBL1075303	Sodium- And Chloride-dependent Glycine Transporter 1, Mouse
SC6A9_RAT	P28572	CHEMBL4556	Glycine Transporter 1, Rat
SCN1A_HUMAN	P35498	CHEMBL1845	Sodium Channel Protein Type I Alpha Subunit, Human
SCN1A_RAT	P04774	CHEMBL4906	Sodium Channel Protein Type I Alpha Subunit, Rat
SCN2A_HUMAN	Q99250	CHEMBL4187	Sodium Channel Protein Type II Alpha Subunit, Human
SCN2A_RAT	P04775	CHEMBL3399	Sodium Channel Protein Type II Alpha Subunit, Rat
SCN3A_HUMAN	Q9NY46	CHEMBL5163	Sodium Channel Protein Type III Alpha Subunit, Human
SCN3A_RAT	P08104	CHEMBL4966	Sodium Channel Protein Type III Alpha Subunit, Rat
SCN4A_HUMAN	P35499	CHEMBL2072	Sodium Channel Protein Type IV Alpha Subunit, Human
SCN4A_RAT	P15390	CHEMBL3509	Sodium Channel Protein Type IV Alpha Subunit, Rat
SCN5A_HUMAN	Q14524	CHEMBL1980	Sodium Channel Protein Type V Alpha Subunit, Human
SCN5A_RAT	P15389	CHEMBL3866	Sodium Channel Protein Type V Alpha Subunit, Rat
SCN7A_HUMAN	Q01118	CHEMBL3585	Sodium Channel Protein Type VII Alpha Subunit, Human
SCN8A_HUMAN	Q9UQD0	CHEMBL5202	Sodium Channel Protein Type VIII Alpha Subunit, Human
SCN8A_RAT	O88420	CHEMBL2752	Sodium Channel Protein Type VIII Alpha Subunit, Rat
SCN9A_HUMAN	Q15858	CHEMBL4296	Sodium Channel Protein Type IX Alpha Subunit, Human
SCN9A_RAT	O08562	CHEMBL3312	Sodium Channel Protein Type IX Alpha Subunit, Rat
SCNAA_HUMAN	Q9Y5Y9	CHEMBL5451	Sodium Channel Protein Type X Alpha Subunit, Human
SCNAA_MOUSE	Q6QIY3	CHEMBL5158	Sodium Channel Protein Type 10 Subunit Alpha, Mouse
SCNAA_RAT	Q62968	CHEMBL4017	Sodium Channel Protein Type X Alpha Subunit, Rat
SCNBA_HUMAN	Q9UI33	CHEMBL5167	Sodium Channel Protein Type XI Alpha Subunit, Human
SCNBA_RAT	O88457	CHEMBL2629	Sodium Channel Protein Type XI Alpha Subunit, Rat
SCNNA_HUMAN	P37088	CHEMBL1791	Amiloride-sensitive Sodium Channel Alpha-subunit, Human
SCYD_MAGO7	P56221	CHEMBL2578	Scytalone Dehydratase, Mago7
SEPR_HUMAN	Q12884	CHEMBL4683	Fibroblast Activation Protein Alpha, Human
SERPH_HUMAN	P50454	CHEMBL5286	Collagen-binding Protein 1, Human
SETD7_HUMAN	Q8WTS6	CHEMBL5523	Histone-lysine N-methyltransferase SETD7, Human
SF3B3_HUMAN	Q15393	CHEMBL1250378	Splicing Factor 3B Subunit 3, Human
SFRP1_HUMAN	Q8N474	CHEMBL5517	Secreted Frizzled-related Protein 1, Human
SG110_HUMAN	P0C264	CHEMBL5116	Putative Uncharacterized Serine/threonine-protein Kinase SgK110, Human
SGK1_HUMAN	O00141	CHEMBL2343	Serine/threonine-protein Kinase Sgk1, Human
SGMR1_CAVPO	Q60492	CHEMBL4153	Sigma-1 Receptor, Guinea Pig
SGMR1_HUMAN	Q99720	CHEMBL287	Sigma Opioid Receptor, Human
SGMR1_MOUSE	O55242	CHEMBL3465	Sigma Opioid Receptor, Mouse
SGMR1_RAT	Q9R0C9	CHEMBL3602	Sigma Opioid Receptor, Rat
SGPL1_MOUSE	Q8R0X7	CHEMBL5009	Sphingosine-1-phosphate Lyase 1, Mouse
SHBG_HUMAN	P04278	CHEMBL3305	Testis-specific Androgen-binding Protein, Human
SHBG_RAT	P08689	CHEMBL4932	Testis-specific Androgen-binding Protein, Rat
SHC1_HUMAN	P29353	CHEMBL5626	SHC-transforming Protein 1, Human
SHH_HUMAN	Q15465	CHEMBL5602	Sonic Hedgehog Protein, Human
SHH_MOUSE	Q62226	CHEMBL5387	Sonic Hedgehog Protein, Mouse
SIK1_HUMAN	P57059	CHEMBL6082	Serine/threonine-protein Kinase SIK1, Human
SIK2_HUMAN	Q9H0K1	CHEMBL5699	Serine/threonine-protein Kinase SIK2, Human
SIR2_YEAST	P06700	CHEMBL3275	NAD-dependent Histone Deacetylase SIR2, Yeast
SIRT1_HUMAN	Q96EB6	CHEMBL4506	NAD-dependent Deacetylase Sirtuin 1, Human
SIRT2_HUMAN	Q8IXJ6	CHEMBL4462	NAD-dependent Deacetylase Sirtuin 2, Human
SIRT3_HUMAN	Q9NTG7	CHEMBL4461	NAD-dependent Deacetylase Sirtuin 3, Human
SL9A1_HUMAN	P19634	CHEMBL2781	Sodium/hydrogen Exchanger 1, Human
SL9A1_RABIT	P23791	CHEMBL2865	Sodium/hydrogen Exchanger 1, Rabit
SL9A1_RAT	P26431	CHEMBL2577	Sodium/hydrogen Exchanger 1, Rat
SL9A2_HUMAN	Q9UBY0	CHEMBL3133	Sodium/hydrogen Exchanger 2, Human
SL9A2_RABIT	P50482	CHEMBL3770	Sodium/hydrogen Exchanger 2, Rabit
SL9A3_RABIT	P26432	CHEMBL5097	Sodium/hydrogen Exchanger 3, Rabit
SLK_HUMAN	Q9H2G2	CHEMBL4202	Serine/threonine-protein Kinase 2, Human
SMO_HUMAN	Q99835	CHEMBL5971	Smoothened Homolog, Human
SMO_MOUSE	P56726	CHEMBL6080	Smoothened Homolog, Mouse
SMT1_ARATH	Q9LM02	CHEMBL4264	24-sterol C-methyltransferase, Arath
SNAT_SHEEP	Q29495	CHEMBL5452	Serotonin N-acetyltransferase, Sheep
SOAT1_HUMAN	P35610	CHEMBL2782	Acyl Coenzyme A:cholesterol Acyltransferase 1, Human
SOAT1_MOUSE	Q61263	CHEMBL4464	Acyl Coenzyme A:cholesterol Acyltransferase 1, Mouse
SOAT1_RAT	O70536	CHEMBL285	Acyl Coenzyme A:cholesterol Acyltransferase 1, Rat
SOAT2_HUMAN	O75908	CHEMBL4465	Acyl Coenzyme A:cholesterol Acyltransferase 2, Human
SOAT2_MOUSE	O88908	CHEMBL2653	Acyl Coenzyme A:cholesterol Acyltransferase 2, Mouse
SOAT2_RAT	Q7TQM4	CHEMBL2856	Acyl Coenzyme A:cholesterol Acyltransferase 2, Rat
SP0F_BACSU	P06628	CHEMBL3857	Sporulation Initiation Phosphotransferase F, Bacsu
SPEE_HUMAN	P19623	CHEMBL4232	Spermidine Synthase, Human
SPHK1_HUMAN	Q9NYA1	CHEMBL4394	Sphingosine Kinase 1, Human
SPHK2_HUMAN	Q9NRA0	CHEMBL3023	Sphingosine Kinase 2, Human
SPHK2_MOUSE	Q9JIA7	CHEMBL1075305	Sphingosine Kinase 2, Mouse
SPSY_HUMAN	P52788	CHEMBL4934	Spermine Synthase, Human
SPTC1_HUMAN	O15269	CHEMBL1250343	Serine Palmitoyltransferase 1, Human
SPTC2_HUMAN	O15270	CHEMBL1250344	Serine Palmitoyltransferase 2, Human
SQHC_ALIAD	P33247	CHEMBL3569	Squalene-hopene Cyclase, Aliad
SRBP2_HUMAN	Q12772	CHEMBL1795166	Sterol Regulatory Element-binding Protein 2, Human
SRC_CHICK	P00523	CHEMBL3655	Tyrosine-protein Kinase SRC, Chick
SRC_HUMAN	P12931	CHEMBL267	Tyrosine-protein Kinase SRC, Human
SRC_MOUSE	P05480	CHEMBL3074	Tyrosine-protein Kinase SRC, Mouse
SRC_RAT	Q9WUD9	CHEMBL3014	Tyrosine-protein Kinase SRC, Rat
SRMS_HUMAN	Q9H3Y6	CHEMBL5703	Tyrosine-protein Kinase Srms, Human
SRPK1_HUMAN	Q96SB4	CHEMBL4375	Serine/threonine-protein Kinase SRPK1, Human
SRPK2_HUMAN	P78362	CHEMBL5668	Serine/threonine-protein Kinase SRPK2, Human
SRPK3_HUMAN	Q9UPE1	CHEMBL5415	Serine/threonine-protein Kinase SRPK3, Human
SSDH_HUMAN	P51649	CHEMBL1911	Succinate Semialdehyde Dehydrogenase, Human
SSR1_HUMAN	P30872	CHEMBL1917	Somatostatin Receptor 1, Human
SSR1_MOUSE	P30873	CHEMBL4242	Somatostatin Receptor 1, Mouse
SSR1_RAT	P28646	CHEMBL4652	Somatostatin Receptor 1, Rat
SSR2_HUMAN	P30874	CHEMBL1804	Somatostatin Receptor 2, Human
SSR2_MOUSE	P30875	CHEMBL3207	Somatostatin Receptor 2, Mouse
SSR2_RAT	P30680	CHEMBL2978	Somatostatin Receptor 2, Rat
SSR3_HUMAN	P32745	CHEMBL2028	Somatostatin Receptor 3, Human
SSR3_MOUSE	P30935	CHEMBL2238	Somatostatin Receptor 3, Mouse
SSR4_HUMAN	P31391	CHEMBL1853	Somatostatin Receptor 4, Human
SSR4_MOUSE	P49660	CHEMBL4397	Somatostatin Receptor 4, Mouse
SSR4_RAT	P30937	CHEMBL4560	Somatostatin Receptor 4, Rat
SSR5_HUMAN	P35346	CHEMBL1792	Somatostatin Receptor 5, Human
SSR5_MOUSE	O08858	CHEMBL2733	Somatostatin Receptor 5, Mouse
SSR5_RAT	P30938	CHEMBL4318	Somatostatin Receptor 5, Rat
ST14_HUMAN	Q9Y5Y6	CHEMBL3018	Matriptase, Human
ST17A_HUMAN	Q9UEE5	CHEMBL4525	Serine/threonine-protein Kinase 17A, Human
ST17B_HUMAN	O94768	CHEMBL3980	Serine/threonine-protein Kinase 17B, Human
ST1E1_BOVIN	P19217	CHEMBL2244	Estrogen Sulfotransferase, Bovin
ST1E1_HUMAN	P49888	CHEMBL2346	Estrogen Sulfotransferase, Human
ST1E1_MOUSE	P49891	CHEMBL3052	Estrogen Sulfotransferase, Mouse
ST32B_HUMAN	Q9NY57	CHEMBL5912	Serine/threonine-protein Kinase 32B, Human
ST32C_HUMAN	Q86UX6	CHEMBL5405	Serine/threonine-protein Kinase 32C, Human
ST38L_HUMAN	Q9Y2H1	CHEMBL4851	Serine/threonine-protein Kinase 38-like, Human
STA5A_HUMAN	P42229	CHEMBL5403	Signal Transducer And Activator Of Transcription 5A, Human
STA5B_HUMAN	P51692	CHEMBL5817	Signal Transducer And Activator Of Transcription 5B, Human
STAT3_HUMAN	P40763	CHEMBL4026	Signal Transducer And Activator Of Transcription 3, Human
STAT3_MOUSE	P42227	CHEMBL5402	Signal Transducer And Activator Of Transcription 3, Mouse
STAT6_HUMAN	P42226	CHEMBL5401	Signal Transducer And Activator Of Transcription 6, Human
STE14_YEAST	P32584	CHEMBL4385	Isoprenylcysteine Carboxyl Methyltransferase, Yeast
STF1_HUMAN	Q13285	CHEMBL4666	Steroidogenic Factor 1, Human
STK10_HUMAN	O94804	CHEMBL3981	Serine/threonine-protein Kinase 10, Human
STK11_HUMAN	Q15831	CHEMBL5606	Serine/threonine-protein Kinase 11, Human
STK16_HUMAN	O75716	CHEMBL3938	Serine/threonine-protein Kinase 16, Human
STK24_HUMAN	Q9Y6E0	CHEMBL5082	Serine/threonine-protein Kinase 24, Human
STK25_HUMAN	O00506	CHEMBL5552	Serine/threonine-protein Kinase 25, Human
STK33_HUMAN	Q9BYT3	CHEMBL6005	Serine/threonine-protein Kinase 33, Human
STK35_HUMAN	Q8TDR2	CHEMBL5651	Serine/threonine-protein Kinase 35, Human
STK36_HUMAN	Q9NRP7	CHEMBL4312	Serine/threonine-protein Kinase 36, Human
STK38_HUMAN	Q15208	CHEMBL1075155	Serine/threonine-protein Kinase 38, Human
STK39_HUMAN	Q9UEW8	CHEMBL1163108	STE20/SPS1-related Proline-alanine-rich Protein Kinase, Human
STK3_HUMAN	Q13188	CHEMBL4708	Serine/threonine-protein Kinase MST2, Human
STK3_MOUSE	Q9JI10	CHEMBL4310	Serine/threonine-protein Kinase MST2, Mouse
STK4_HUMAN	Q13043	CHEMBL4598	Serine/threonine-protein Kinase MST1, Human
STS_HUMAN	P08842	CHEMBL3559	Steryl-sulfatase Precursor, Human
SUIS_HUMAN	P14410	CHEMBL2748	Sucrase-isomaltase, Human
SUIS_RAT	P23739	CHEMBL3114	Sucrase-isomaltase, Rat
SYEP_HUMAN	P07814	CHEMBL3873	Aminoacyl-tRNA Synthetase, Human
SYFA_HAEIN	P43819	CHEMBL3671	Phenylalanyl-tRNA Synthetase Alpha Chain, Haein
SYFA_STAAU	P68849	CHEMBL3436	Phenylalanyl-tRNA Synthetase Alpha Chain, Staau
SYFA_STRP8	Q8P1K1	CHEMBL4690	Phenylalanyl-tRNA Synthetase Alpha Chain, Strp8
SYFA_STRPN	Q97S36	CHEMBL5039	Phenylalanyl-tRNA Synthetase Alpha Chain, Strpn
SYFM_HUMAN	O95363	CHEMBL2511	Phenylalanyl-tRNA Synthetase Mitochondrial, Human
SYHC_HUMAN	P12081	CHEMBL4002	Histidyl-tRNA Synthetase, Human
SYIC_HUMAN	P41252	CHEMBL3235	Isoleucyl-tRNA Synthetase, Human
SYI_ECOLI	P00956	CHEMBL3657	Isoleucyl-tRNA Synthetase, Ecoli
SYK_HUMAN	Q15046	CHEMBL5575	Lysyl-tRNA Synthetase, Human
SYLC_HUMAN	Q9P2J5	CHEMBL3258	Leucyl-tRNA Synthetase, Human
SYMC_HUMAN	P56192	CHEMBL2870	Methionyl-tRNA Synthetase, Human
SYM_ECOLI	P00959	CHEMBL3367	Methionyl-tRNA Synthetase, Ecoli
SYM_HAEIN	P43828	CHEMBL1641340	Methionyl-tRNA Synthetase, Haein
SYM_STAAW	Q8NY00	CHEMBL5372	Methionyl-tRNA Synthetase, Staaw
SYPC_CANAX	P78600	CHEMBL4636	Prolyl-tRNA Synthetase, Canax
SYQ_HUMAN	P47897	CHEMBL3054	Glutaminyl-tRNA Synthetase, Human
SYRC_HUMAN	P54136	CHEMBL2824	Arginyl-tRNA Synthetase, Human
SYTC_HUMAN	P26639	CHEMBL3391	Threonyl-tRNA Synthetase, Human
SYVC_HUMAN	P26640	CHEMBL2612	Valyl-tRNA Synthetase 2, Human
SYYC_HUMAN	P54577	CHEMBL3179	Tyrosyl-tRNA Synthetase, Human
T23O_HUMAN	P48775	CHEMBL2140	Tryptophan 2,3-dioxygenase, Human
T23O_MOUSE	P48776	CHEMBL1075307	Tryptophan 2,3-dioxygenase, Mouse
T23O_RAT	P21643	CHEMBL2686	Tryptophan 2,3-dioxygenase, Rat
T2AG_HUMAN	P52657	CHEMBL4283	Transcription Initiation Factor IIA Gamma Chain, Human
T2S1_STRCS	O52691	CHEMBL5782	Type-2 Restriction Enzyme ScaI, Strcs
TA2R_HUMAN	P21731	CHEMBL2069	Thromboxane A2 Receptor, Human
TA2R_MOUSE	P30987	CHEMBL1795181	Thromboxane A2 Receptor, Mouse
TA2R_RAT	P34978	CHEMBL3156	Thromboxane A2 Receptor, Rat
TAAR1_HUMAN	Q96RJ0	CHEMBL5857	Trace Amine-associated Receptor 1, Human
TAAR1_MOUSE	Q923Y8	CHEMBL4908	Trace Amine-associated Receptor1, Mouse
TAAR1_RAT	Q923Y9	CHEMBL3833	Trace Amine-associated Receptor1, Rat
TAB1_HUMAN	Q15750	CHEMBL5605	Mitogen-activated Protein Kinase Kinase Kinase 7-interacting Protein 1, Human
TAOK1_HUMAN	Q7L7X3	CHEMBL5261	Serine/threonine-protein Kinase TAO1, Human
TAOK3_HUMAN	Q9H2K8	CHEMBL5701	Serine/threonine-protein Kinase TAO3, Human
TARB1_HUMAN	Q13395	CHEMBL2807	TAR RNA Binding Protein 1, Human
TAT_HV112	P04326	CHEMBL4609	Human Immunodeficiency Virus Type 1 Tat Protein, Hv112
TAT_HV1H2	P04608	CHEMBL4011	Human Immunodeficiency Virus Type 1 Tat Protein, Hv1h2
TAU_RAT	P19332	CHEMBL1075117	Microtubule-associated Protein Tau, Rat
TBA1A_HUMAN	Q71U36	CHEMBL3661	Tubulin Alpha-3 Chain, Human
TBA1A_PIG	P02550	CHEMBL3658	Tubulin Alpha Chain, Pig
TBA1A_RAT	P68370	CHEMBL4139	Tubulin Alpha-1 Chain, Rat
TBA4A_HUMAN	P68366	CHEMBL2070	Tubulin Alpha-1 Chain, Human
TBB1_HUMAN	Q9H4B7	CHEMBL1915	Tubulin Beta-1 Chain, Human
TBB2B_BOVIN	Q6B856	CHEMBL3394	Tubulin Beta Chain, Bovin
TBB2B_RAT	Q3KRE8	CHEMBL2984	Tubulin Beta Chain, Rat
TBB3_HUMAN	Q13509	CHEMBL2597	Tubulin Beta-3 Chain, Human
TBB3_RAT	Q4QRB4	CHEMBL4569	Tubulin Beta-3 Chain, Rat
TBB4A_HUMAN	P04350	CHEMBL3838	Tubulin Beta-4 Chain, Human
TBB4B_HUMAN	P68371	CHEMBL1848	Tubulin Beta-2 Chain, Human
TBB5_HUMAN	P07437	CHEMBL5444	Tubulin Beta-5 Chain, Human
TBB8_HUMAN	Q3ZCM7	CHEMBL4024	Tubulin Beta-8 Chain, Human
TBB_PIG	P02554	CHEMBL2788	Tubulin Beta Chain, Pig
TBG1_RAT	P83888	CHEMBL2881	Tubulin Gamma-1 Chain, Rat
TBK1_HUMAN	Q9UHD2	CHEMBL5408	Serine/threonine-protein Kinase TBK1, Human
TCF7_HUMAN	P36402	CHEMBL1075124	Transcription Factor 7, Human
TDT_HUMAN	P04053	CHEMBL4810	Terminal Deoxynucleotidyltransferase, Human
TEC_HUMAN	P42680	CHEMBL4246	Tyrosine-protein Kinase TEC, Human
TERA_HUMAN	P55072	CHEMBL1075145	Transitional Endoplasmic Reticulum ATPase, Human
TERT_HUMAN	O14746	CHEMBL2916	Telomerase Reverse Transcriptase, Human
TESK1_HUMAN	Q15569	CHEMBL5604	Dual Specificity Testis-specific Protein Kinase 1, Human
TETX_CLOTE	P04958	CHEMBL2036	Tetanus Toxin, Clote
TF65_HUMAN	Q04206	CHEMBL5533	Nuclear Factor NF-kappa-B P65 Subunit, Human
TF_HUMAN	P13726	CHEMBL4081	Coagulation Factor III, Human
TGFB1_HUMAN	P01137	CHEMBL1795178	Transforming Growth Factor Beta-1, Human
TGFR1_HUMAN	P36897	CHEMBL4439	TGF-beta Receptor Type I, Human
TGFR2_HUMAN	P37173	CHEMBL4267	TGF-beta Receptor Type II, Human
TGM1_HUMAN	P22735	CHEMBL2810	Protein-glutamine Gamma-glutamyltransferase K, Human
TGM2_HUMAN	P21980	CHEMBL2730	Protein-glutamine Gamma-glutamyltransferase, Human
TGT_HUMAN	Q9BXR0	CHEMBL6004	Queuine TRNA-ribosyltransferase, Human
TGT_ZYMMO	P28720	CHEMBL2987	TRNA-guanine Transglycosylase, Zymmo
THAS_HUMAN	P24557	CHEMBL1835	Thromboxane-A Synthase, Human
THAS_RAT	P49430	CHEMBL4028	Thromboxane-A Synthase, Rat
THA_HUMAN	P10827	CHEMBL1860	Thyroid Hormone Receptor Alpha, Human
THA_RAT	P63059	CHEMBL4823	Thyroid Hormone Receptor Alpha, Rat
THB_HUMAN	P10828	CHEMBL1947	Thyroid Hormone Receptor Beta-1, Human
THB_RAT	P18113	CHEMBL3917	Thyroid Hormone Receptor Beta-1, Rat
THER_BACTH	P00800	CHEMBL3392	Thermolysin, Bacth
THIL_HUMAN	P24752	CHEMBL2616	Acetyl-CoA Acetyltransferase, Mitochondrial, Human
THIL_MOUSE	Q8QZT1	CHEMBL2197	Acetyl-CoA Acetyltransferase, Mitochondrial, Mouse
THIL_RAT	P17764	CHEMBL3393	Acetyl-CoA Acetyltransferase, Mitochondrial, Rat
THRB_BOVIN	P00735	CHEMBL4471	Thrombin, Bovin
THRB_HUMAN	P00734	CHEMBL204	Thrombin, Human
THRB_MOUSE	P19221	CHEMBL1075308	Prothrombin, Mouse
THRB_RAT	P18292	CHEMBL3078	Thrombin, Rat
THYX_MYCTU	P66930	CHEMBL1795161	Thymidylate Synthase ThyX, Myctu
THYX_PBCV1	O41156	CHEMBL1075203	Probable Thymidylate Synthase, Pbcv1
